0.1 1.02231
0.2 0.793497
0.3 1.3945
0.4 0.821511
0.5 1.35389
0.6 0.709106
0.7 0.80801
0.8 1.13398
0.9 1.3202
1.0 1.20974
1.1 0.639725
1.2 0.958596
1.3 1.11807
1.4 0.933022
1.5 1.22231
1.6 1.22076
1.7 0.85852
1.8 0.675593
1.9 0.923207
2.0 0.887499
2.1 1.31408
2.2 0.566606
2.3 0.762808
2.4 0.954056
2.5 1.18512
2.6 1.28299
2.7 0.866894
2.8 1.11583
2.9 1.03746
3.0 1.01004
3.1 1.00221
3.2 0.957718
3.3 1.34342
3.4 0.986485
3.5 1.42423
3.6 0.71325
3.7 1.05488
3.8 1.0327
3.9 0.761809
4.0 0.893227
4.1 1.25112
4.2 1.27586
4.3 0.254265
4.4 1.09092
4.5 0.958063
4.6 1.11979
4.7 0.915896
4.8 1.09095
4.9 0.804255
5.0 1.22595
5.1 1.02157
5.2 1.24714
5.3 1.0643
5.4 1.45833
5.5 0.728273
5.6 0.945484
5.7 0.723644
5.8 0.57265
5.9 0.808369
6.0 0.367971
6.1 1.47361
6.2 1.02141
6.3 1.35901
6.4 1.26204
6.5 1.07621
6.6 1.43868
6.7 1.23871
6.8 1.12009
6.9 1.14227
7.0 1.32033
7.1 1.05555
7.2 0.750106
7.3 0.793482
7.4 0.772141
7.5 0.869641
7.6 0.696619
7.7 1.18998
7.8 1.15826
7.9 0.560836
8.0 1.09279
8.1 1.08646
8.2 1.27031
8.3 1.08637
8.4 0.843135
8.5 1.11706
8.6 0.957962
8.7 0.776341
8.8 1.09357
8.9 1.25517
9.0 0.653957
9.1 0.950506
9.2 0.707912
9.3 1.13301
9.4 1.10247
9.5 0.808837
9.6 0.847108
9.7 1.06185
9.8 0.779739
9.9 1.03174
10.0 0.888147
